,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page,Taken_product
8632,258,1,30349,8,4,0,99,3147,6,0,30,0,2,1,14,0
11190,276,0,16466,3,3,14,63,3745,3,0,27,0,3,0,19,0
4430,181,1,23598,11,2,10,107,4058,2,0,24,0,4,1,10,0
359,270,1,18935,1,4,7,48,9699,4,0,11,0,1,1,16,0
7294,363,1,41303,25,3,6,91,8640,2,0,35,1,2,0,25,0
3615,234,1,5421,1,4,3,46,2386,3,0,26,0,2,0,21,0
1062,330,1,41755,1,1,7,86,10209,5,1,18,0,2,0,16,0
5394,211,1,25796,26,3,3,63,4768,3,0,20,0,3,1,10,0
6001,253,1,26254,22,2,1,99,6151,0,0,24,0,1,1,8,0
10454,207,1,50803,3,3,6,99,2618,1,1,28,0,4,1,7,0
7386,381,1,30418,3,2,1,95,2694,1,1,24,0,3,0,3,1
11181,344,1,39137,2,1,0,94,2066,3,0,30,0,4,1,15,0
8772,273,1,52153,11,4,6,49,2669,7,1,17,0,3,1,5,0
10258,182,0,22378,9,3,1,52,1860,2,0,26,0,1,1,7,1
10274,350,1,13129,20,3,0,68,4914,8,0,31,0,3,0,12,0
8503,138,0,19043,3,2,6,82,1573,1,1,19,0,3,0,0,1
10812,289,1,42917,10,2,0,93,4734,3,0,30,0,1,0,11,0
2000,202,1,21280,1,2,3,68,7412,1,0,11,0,4,0,9,0
964,255,1,17745,15,2,7,66,6125,1,0,12,0,4,0,10,0
7700,319,1,19048,2,1,14,60,2701,0,1,23,0,3,1,4,0
10179,270,1,25770,3,1,6,93,8161,3,1,21,0,3,0,14,0
3756,293,1,15403,1,3,3,82,6829,10,0,27,0,3,0,14,0
1356,307,1,11795,1,3,11,54,4393,5,0,21,1,3,1,14,0
7068,230,1,34688,5,3,6,54,4197,1,1,17,0,2,1,10,0
8207,342,1,38407,10,4,0,99,2941,1,1,16,0,3,0,6,1
556,397,1,12110,1,3,3,86,2450,2,0,17,0,4,0,19,0
6734,346,1,50999,7,3,6,92,4488,4,1,29,0,3,1,7,0
1379,202,1,46795,22,3,13,58,2863,1,0,12,0,1,0,1,1
5882,290,1,48060,2,2,10,103,2096,6,1,19,0,2,0,7,1
8271,214,0,27697,1,4,6,47,2163,0,1,17,0,3,0,5,0
9132,245,1,6773,2,4,0,52,2751,2,1,35,0,2,1,8,0
7094,334,1,32242,2,3,0,108,7883,1,1,28,0,2,1,9,0
8817,207,1,5435,4,3,0,97,6148,1,1,32,1,2,1,6,0
130,322,1,33495,28,3,7,72,4739,4,0,12,0,4,0,18,0
7680,327,0,19576,10,4,0,87,5261,1,0,19,0,2,1,9,0
11759,270,1,22025,8,3,6,104,4470,2,0,29,0,1,0,14,0
7811,274,1,6836,1,3,6,92,4871,1,0,19,0,4,0,5,0
11364,257,1,18113,8,5,0,77,6458,2,1,35,0,1,0,19,0
9137,402,1,25360,8,4,6,104,5008,3,0,32,0,1,0,13,1
4812,227,1,37908,12,3,2,95,6626,0,0,16,0,2,0,10,0
3102,211,1,15446,21,3,7,57,2763,1,0,23,0,3,1,12,0
4703,196,1,33281,1,4,11,62,5872,3,1,18,0,2,0,17,1
11162,261,0,40153,25,3,6,101,4593,2,0,28,0,1,1,14,0
472,277,1,15610,1,4,3,65,6447,6,0,12,0,2,1,8,0
11236,309,1,10506,25,4,1,72,9161,4,1,24,0,3,0,13,1
11042,277,1,31025,16,4,0,58,2803,3,0,29,0,3,0,22,1
4232,294,1,26840,20,3,3,89,4168,4,0,25,0,4,1,12,0
5311,361,1,33963,1,2,2,89,2609,6,0,19,0,3,0,15,0
11685,247,0,26440,26,4,1,79,5670,3,1,22,0,3,0,15,1
8183,215,1,6976,6,3,0,67,2547,1,0,20,0,3,1,4,0
10856,363,0,25220,27,2,0,97,6460,4,1,31,0,4,0,12,1
2763,322,1,12005,1,3,3,52,2438,4,0,13,0,3,0,7,0
3114,339,1,44412,1,2,3,37,5060,5,1,16,0,1,1,10,0
6029,153,1,41342,3,1,6,84,1494,1,0,18,0,4,0,1,0
4788,256,1,47720,19,3,11,72,5344,8,1,23,0,2,0,10,1
7993,324,1,44286,3,3,0,107,5240,2,1,24,0,2,1,17,0
8142,258,0,28957,29,4,6,64,4520,1,0,28,1,2,0,14,1
11534,233,0,45964,2,4,14,91,5036,1,0,34,0,4,0,16,0
6396,181,1,30978,4,3,6,67,2829,2,0,21,0,1,1,5,0
983,255,1,14140,1,4,2,98,6687,1,0,11,0,4,0,14,0
10295,246,0,35218,2,2,0,94,3116,0,0,26,0,3,0,11,0
1045,300,1,31360,1,3,7,68,2345,2,0,14,0,3,1,8,0
4365,248,1,17583,15,2,7,107,4932,1,1,18,0,1,1,16,0
930,382,1,33880,1,2,7,40,2838,0,0,14,0,2,0,8,0
10304,221,1,3656,24,3,0,68,2092,5,1,24,0,2,0,14,1
8805,307,1,46276,2,4,0,61,2819,2,0,21,0,4,0,8,0
8923,263,1,23329,6,4,10,61,4857,3,0,27,0,3,0,18,0
3333,256,1,48383,1,4,11,83,6583,10,0,18,0,1,1,13,0
6729,326,1,48031,9,3,1,88,5349,8,0,18,0,2,0,7,1
5567,264,1,7328,1,4,3,63,4190,3,0,23,0,4,1,25,0
723,345,1,19810,1,2,7,75,10845,6,0,13,0,2,1,13,0
10769,193,0,45095,7,3,0,70,2951,2,1,34,0,4,1,10,1
273,277,1,7980,1,4,7,98,6502,4,0,14,0,2,1,7,0
951,307,1,8960,10,2,7,40,6151,1,0,13,0,1,0,19,0
11295,229,1,11669,17,3,10,69,8041,2,0,30,0,1,0,15,0
339,202,1,39550,1,4,11,56,6214,1,0,18,0,1,1,8,0
11470,282,1,10941,7,3,0,96,2067,4,0,31,0,3,0,20,0
2983,204,1,34832,1,3,3,44,8784,3,0,27,0,4,0,17,0
9458,201,1,20460,4,1,1,103,4311,2,0,20,0,1,0,9,0
9712,153,1,17697,10,3,6,113,1913,3,1,35,1,2,0,7,1
9886,255,1,38511,4,4,6,102,3897,8,0,33,0,4,0,11,0
3289,219,1,26141,1,3,3,70,4701,3,0,19,0,1,1,9,0
7642,238,0,15552,5,3,1,87,2798,1,0,21,0,3,1,2,0
11660,361,1,40959,14,4,14,79,5534,8,0,31,0,3,1,19,0
4761,241,1,37205,1,3,7,83,2422,2,0,21,0,3,1,12,0
11431,235,1,8487,7,3,6,70,2200,3,0,25,0,2,1,10,0
3924,211,1,25794,26,3,3,63,4772,1,0,17,0,3,1,9,0
7024,238,0,25035,2,4,10,61,5343,7,0,21,0,4,0,10,0
7904,215,1,34128,7,3,6,58,6816,8,0,26,0,1,0,9,0
7752,235,1,37881,12,3,14,89,6580,0,0,15,0,2,0,6,0
236,247,1,16275,1,2,3,39,2707,7,0,20,1,1,0,13,1
11065,332,1,14571,25,3,6,99,10864,7,0,34,0,3,1,23,0
7388,276,1,29828,5,4,0,90,3422,9,1,23,0,4,1,6,0
8092,381,1,28151,9,3,0,68,2389,4,0,28,0,2,0,8,0
6628,202,1,9284,29,2,6,91,4974,8,0,22,0,4,0,7,1
6406,304,1,14289,2,4,14,92,4564,1,0,23,0,1,0,20,0
3334,234,1,16836,1,2,7,45,4353,3,0,16,0,2,1,21,0
4047,286,1,31129,10,4,12,80,6131,4,0,20,0,3,0,20,0
393,255,1,48335,1,4,11,72,6538,9,0,15,0,1,1,6,0
9487,313,1,38013,2,4,0,79,2840,4,1,34,0,3,1,14,1
1250,217,1,16135,1,3,3,70,6294,8,1,12,0,4,0,10,0
9453,284,1,44786,8,3,0,92,2402,1,0,36,1,3,0,13,0
957,300,1,16030,16,2,3,74,3544,9,0,16,0,2,1,6,0
9359,386,1,11109,8,4,1,67,3932,9,0,32,0,4,1,9,0
3760,263,1,41420,11,2,11,66,5019,3,0,19,0,4,1,10,0
11702,237,1,31941,1,2,6,100,3809,1,0,32,0,3,0,14,0
5319,144,1,9323,25,3,3,68,3045,2,1,20,0,4,0,9,0
4974,339,1,33433,1,2,2,58,6685,1,0,24,0,1,0,17,0
10249,298,1,4104,24,1,0,77,4164,9,0,25,0,1,0,24,0
6863,266,1,14148,2,4,14,101,6698,1,0,17,0,4,0,14,0
5952,236,1,37873,1,4,6,95,2512,1,0,29,0,2,0,1,0
8419,214,1,49810,1,3,0,78,1569,1,0,24,0,4,1,1,0
10705,264,0,10403,6,2,1,48,2404,2,0,26,0,4,1,8,1
3779,317,1,22682,1,4,11,57,5212,9,0,23,0,4,0,18,0
7542,273,1,19465,23,2,0,62,5919,3,1,17,0,1,0,8,1
8916,192,1,47402,3,2,10,44,5059,2,0,38,1,1,1,9,0
1303,352,1,35035,1,3,3,92,10333,8,1,12,0,3,1,28,0
3607,309,1,38007,1,4,3,72,2833,4,1,23,0,3,1,14,1
6974,303,1,46975,9,2,6,53,5481,0,0,16,0,4,0,9,0
414,180,1,50680,1,1,2,62,3202,1,1,16,0,2,0,6,1
9384,343,1,33443,2,2,14,62,6689,0,0,36,0,1,0,15,0
9507,277,1,32884,2,4,6,98,2579,6,0,36,1,3,0,21,0
10984,256,1,37467,1,3,0,52,7003,2,0,28,0,1,0,14,0
299,382,1,45570,1,3,7,84,5482,5,0,18,0,4,1,13,0
3420,227,1,15725,12,4,3,79,2078,3,0,21,0,3,1,6,1
3159,406,1,40177,1,3,11,64,5983,2,0,25,0,4,1,22,0
11648,238,1,37800,10,2,6,100,6637,4,1,24,0,4,1,15,0
3483,331,1,13375,24,3,7,64,3766,4,0,26,0,3,0,15,0
3893,332,1,32759,1,3,3,101,2405,6,0,18,0,3,0,15,1
8068,348,1,8684,23,2,0,45,3637,1,1,19,0,3,1,9,0
3070,324,1,33531,28,3,7,79,4784,6,0,21,0,4,0,24,0
9720,276,0,16451,3,3,14,65,3764,2,0,24,0,3,0,20,0
9741,221,0,27726,1,4,6,60,2203,0,1,23,0,3,0,9,0
66,270,1,41825,11,3,3,95,6499,1,0,13,0,3,0,6,0
431,405,1,19180,1,4,3,42,3780,7,0,11,0,3,0,19,0
11324,352,1,36367,20,3,6,115,10901,3,1,30,0,2,1,28,0
6876,208,1,7179,10,3,1,101,5774,1,1,14,0,4,0,6,0
7399,270,1,43018,8,1,0,46,2281,1,0,25,0,4,0,1,0
9106,337,0,32250,24,3,0,59,3215,4,1,39,1,4,1,23,1
6421,274,1,14953,8,3,0,73,11721,9,0,26,0,1,1,10,0
9126,254,1,31768,7,3,0,104,5542,2,0,34,0,3,1,18,0
5349,241,1,38163,1,2,3,91,4934,1,0,24,0,1,1,14,1
11584,320,1,15700,5,3,0,93,6934,5,0,24,0,1,0,18,0
6617,316,1,19222,7,2,6,52,5013,6,0,21,0,2,0,8,0
4002,332,1,41797,1,1,7,98,10263,5,1,29,0,2,0,22,0
10336,262,1,37329,23,4,1,97,4631,2,0,30,1,3,0,12,0
4409,257,1,22021,1,3,7,94,4444,2,0,17,0,1,0,12,0
5871,377,1,14391,28,3,11,54,10907,6,1,22,0,2,1,23,1
1420,307,1,22470,1,3,3,76,2782,3,0,22,1,1,1,12,0
9167,358,0,45853,4,1,6,109,3044,5,0,34,0,1,0,11,0
10896,262,0,24621,16,4,0,118,2614,1,0,38,0,3,0,10,0
8846,246,0,39417,16,1,0,85,3984,3,1,39,1,2,0,15,1
543,330,1,13335,24,3,7,49,3708,2,0,14,0,3,0,9,0
2766,225,1,38220,10,3,7,64,9667,9,0,14,0,2,0,9,0
6410,211,1,21290,1,2,0,77,7417,1,0,20,0,4,0,9,0
5793,271,1,47330,1,4,3,73,2870,1,0,28,1,2,0,10,0
1179,255,1,39550,1,3,3,66,5433,1,0,12,0,3,1,11,0
10919,219,1,40974,8,2,6,85,4996,3,0,28,0,4,1,10,0
8353,191,1,33223,1,3,14,86,3236,4,0,17,0,2,1,7,0
3725,301,1,52263,20,4,2,69,10362,5,0,27,1,4,1,18,0
1058,255,1,27650,24,4,7,40,4599,0,1,23,1,3,0,16,1
6028,313,1,32664,9,4,0,106,2242,2,0,28,1,4,1,7,0
6286,402,1,11174,3,3,6,51,7975,2,1,18,0,3,0,28,0
11262,144,1,39400,1,3,0,116,1678,1,0,27,0,3,0,7,0
7370,186,1,23564,11,2,10,102,4017,0,0,27,0,4,1,5,0
8411,192,1,29059,13,2,0,90,2043,1,0,20,0,3,1,1,0
8646,233,1,38228,10,3,6,75,9677,9,0,26,0,2,0,9,0
10091,172,1,11848,7,1,1,46,2729,1,0,33,0,2,0,7,1
4832,144,1,17162,1,2,2,67,2617,1,0,15,0,3,0,8,1
11453,289,1,51496,10,3,6,90,3988,2,0,20,0,1,1,16,0
6983,372,1,17223,16,4,0,100,6443,8,0,20,0,3,1,18,0
5929,268,1,43022,8,1,0,44,2275,1,0,28,0,4,0,1,0
8481,263,0,22863,10,4,14,97,5075,1,0,20,0,2,1,8,0
4175,346,1,44745,1,3,3,87,10411,4,1,15,0,2,1,23,0
8062,260,1,16142,13,1,0,62,3464,3,0,24,0,1,0,5,0
11291,286,1,51219,11,3,6,120,3698,5,0,32,0,1,0,9,0
9224,217,1,45557,17,2,6,96,4615,1,0,33,0,4,1,16,0
2851,210,1,38605,16,3,7,49,2144,1,0,14,0,3,0,5,0
970,202,1,45185,11,3,7,98,2534,8,0,14,0,2,1,5,0
8590,297,1,27725,1,3,0,88,6481,1,1,20,0,4,1,9,0
7262,236,1,34172,3,2,6,53,3069,1,1,18,0,4,1,4,0
8622,290,1,40361,6,2,10,51,3709,1,0,23,0,2,1,5,0
6674,258,0,21636,3,1,0,54,7763,0,0,29,0,3,0,7,0
3081,339,1,46102,29,3,7,91,3507,7,0,19,0,2,0,17,0
11393,365,1,17268,16,4,0,120,6500,8,0,31,0,3,1,23,0
6810,390,0,33885,6,2,6,51,2841,0,0,25,0,2,0,8,0
5578,182,1,19882,1,1,2,47,3811,3,1,24,0,3,0,10,0
2427,300,1,16030,16,2,3,74,3544,9,0,16,0,2,1,6,0
6598,347,1,8688,23,2,0,46,3642,1,1,20,0,3,1,9,0
6556,270,1,39800,21,1,0,56,4017,1,1,33,1,4,1,10,0
38,270,1,29820,1,4,3,82,3419,9,1,14,0,4,1,6,0
402,225,1,37870,12,3,2,83,6577,0,0,11,0,2,0,6,0
10069,224,1,15020,9,3,1,70,2814,3,0,26,0,3,0,8,1
1144,232,1,25025,1,4,10,54,5332,7,0,13,0,4,0,10,0
812,322,1,37870,27,3,3,83,10820,8,0,11,0,3,1,18,0
10244,268,1,48872,9,4,6,63,5154,3,0,35,0,2,0,13,0
9663,200,1,48490,3,4,6,92,4468,1,0,30,1,2,1,17,0
9608,219,1,30049,10,3,10,75,3719,5,0,27,0,4,0,12,0
9488,221,1,34882,9,3,6,99,2438,5,0,25,0,2,1,14,0
7371,276,1,42635,9,4,0,86,3419,7,0,30,1,2,0,10,1
8185,266,1,18489,8,4,14,108,4327,1,0,26,0,2,0,6,0
362,157,1,31325,1,2,7,39,2610,1,0,24,1,3,0,3,0
5629,219,1,37908,1,4,7,56,3024,9,0,22,0,3,1,13,0
8623,172,1,45297,8,1,6,86,2401,1,1,26,0,3,0,1,1
8786,161,1,17541,5,1,6,66,2389,1,1,15,0,4,0,2,0
5771,196,1,38390,1,3,10,76,2602,1,0,28,0,1,1,14,0
3713,272,1,27895,12,5,7,62,8913,1,0,22,0,2,0,21,0
4556,226,1,49994,1,3,7,43,2767,0,0,22,0,4,0,12,0
6116,256,1,16278,2,2,0,43,2718,7,0,27,1,1,0,13,1
6039,261,0,10616,2,4,1,83,2240,6,0,25,0,4,1,6,0
10422,242,1,19015,20,3,0,84,4617,5,1,33,0,3,1,11,1
11540,231,0,16177,1,3,0,82,6346,8,1,23,0,4,0,15,0
3523,256,1,38921,1,2,3,99,6555,7,0,20,0,2,1,14,0
3569,212,1,40957,1,2,7,72,4983,3,0,17,0,4,1,8,0
3072,233,1,19020,20,3,3,84,4599,5,1,18,0,3,1,8,1
9645,229,1,25178,8,1,6,100,5102,1,1,33,0,3,1,17,0
3868,331,1,21785,15,3,7,87,8026,2,0,15,0,4,1,15,1
7431,271,1,42493,1,3,6,37,2866,1,0,27,0,1,0,6,0
10203,276,1,47336,9,4,0,87,2877,2,0,40,1,2,0,14,0
10817,255,1,32565,10,3,1,74,5451,3,0,25,0,4,0,18,0
6681,386,0,33571,1,4,10,91,4734,3,1,20,0,4,0,5,1
7709,280,0,18944,3,4,6,55,9708,4,0,20,0,1,1,16,0
7252,301,1,30352,9,2,6,90,5155,1,0,31,1,4,1,10,0
3832,144,1,17685,10,3,7,109,1910,3,1,30,1,2,0,7,1
8299,303,1,18349,18,2,0,36,4542,0,0,16,0,1,0,9,0
665,352,1,50890,1,4,3,65,3294,1,1,18,0,1,0,3,0
7989,377,1,49637,1,3,14,41,3586,2,0,26,0,2,1,7,0
10969,241,1,41624,20,2,1,63,7000,3,0,33,0,4,1,13,0
8165,169,1,34447,1,1,14,82,2073,1,1,16,0,3,0,2,0
4669,234,1,10794,29,2,7,83,3523,0,0,23,0,2,0,13,1
777,157,1,46690,10,3,3,36,1416,1,0,13,0,1,0,1,1
9067,261,1,16499,2,4,0,102,6013,7,0,26,0,2,1,17,0
11346,221,0,52398,1,3,14,118,2972,5,0,34,0,4,1,12,1
5560,264,1,28714,18,5,3,62,5253,1,0,19,0,4,0,23,0
11249,312,1,18353,2,3,0,115,4707,3,0,25,0,3,0,13,0
8565,269,0,5122,2,4,6,83,4940,0,1,25,0,3,0,6,0
10781,330,0,35092,9,5,6,90,5736,5,1,25,0,2,1,16,0
8205,282,1,34200,1,3,0,63,6486,1,0,24,0,2,1,14,0
5362,233,1,37144,1,3,3,59,2346,3,1,23,0,1,0,4,1
4179,233,1,5748,24,1,2,36,5283,4,0,26,1,4,0,13,0
6883,193,1,33225,1,3,14,87,3240,4,0,19,0,2,1,7,0
11102,331,0,37928,27,3,0,95,10869,9,0,24,0,3,1,24,0
5679,323,1,8581,1,3,3,109,3592,0,0,24,0,2,0,17,0
9941,285,1,30986,1,4,0,90,6878,8,0,29,0,1,0,20,0
2503,232,1,50575,1,5,3,100,7446,1,0,11,0,1,0,10,1
2013,330,1,13335,24,3,7,49,3708,2,0,14,0,3,0,9,0
9169,225,1,26145,2,3,0,80,4712,3,0,26,0,1,1,9,0
5072,151,1,17533,1,3,7,63,2086,3,0,19,0,4,0,2,1
8070,229,1,4838,22,3,0,55,2141,4,1,17,0,2,0,7,1
7268,243,1,40119,15,4,6,39,6676,5,0,29,0,2,1,9,0
34,180,1,28455,1,3,7,61,2293,2,1,16,0,1,1,6,1
8491,235,1,8446,7,3,6,57,2152,1,0,24,0,2,1,6,0
9511,314,0,51457,9,4,6,48,3677,8,1,24,0,4,1,8,0
3436,159,1,47050,22,1,2,55,3499,2,0,20,0,3,0,8,0
6644,215,1,40047,10,1,6,86,1064,1,0,25,1,2,0,1,0
4524,256,1,36128,1,4,3,50,4552,6,0,19,0,3,1,17,0
8556,198,1,27514,7,3,6,88,2581,1,0,28,1,3,0,7,0
728,405,1,50435,17,3,2,56,10739,8,0,11,0,3,1,22,0
6912,301,1,20726,2,3,0,59,3649,2,1,33,1,2,0,11,1
8599,223,1,14988,9,3,1,59,2764,1,0,20,0,3,0,2,1
2791,352,1,7245,1,4,3,64,2105,4,0,12,0,3,0,7,0
10090,266,1,17929,3,2,0,52,6079,5,0,34,0,1,0,10,0
3591,354,1,8756,1,2,11,48,4591,1,1,25,1,1,1,15,0
6129,348,0,41975,7,4,0,81,6437,4,0,25,0,4,1,9,0
6988,272,1,34726,1,3,6,71,2457,1,0,30,0,2,0,3,0
7828,198,1,21777,13,1,6,52,2105,1,0,14,0,3,0,7,0
8935,292,1,41655,3,3,0,102,7488,2,0,29,0,1,0,17,0
8604,372,1,45967,11,4,1,90,4518,3,0,18,0,3,0,8,0
8213,251,1,5148,2,3,5,110,3603,1,0,24,0,4,1,5,0
828,135,1,8645,1,1,7,80,1904,1,0,12,0,4,0,0,1
11224,202,1,9357,1,3,6,52,2154,2,0,34,0,4,0,8,0
9918,305,1,40020,8,2,0,94,4118,3,1,40,0,3,0,12,0
6548,218,1,34830,9,3,6,85,2381,5,0,28,0,2,1,6,0
6516,273,0,4556,25,4,0,104,2031,1,1,29,0,1,1,10,1
11646,315,1,11852,8,3,1,71,4440,6,0,34,1,3,1,19,0
6792,199,1,20408,4,2,0,56,2883,1,1,23,1,2,0,8,0
7130,221,0,16138,1,3,0,73,6303,8,1,22,0,4,0,10,0
8460,266,1,3643,2,3,0,76,2085,1,1,18,0,4,1,1,1
9650,316,1,5894,12,4,0,60,4821,5,1,25,0,1,1,8,0
5380,203,1,45229,11,3,7,110,2588,8,0,23,0,2,1,14,0
6107,222,0,49466,1,1,6,53,7925,1,0,26,0,4,1,11,0
8505,298,1,5961,3,2,6,81,3073,0,0,24,0,4,1,11,0
11147,338,1,38445,10,4,0,122,2998,3,1,27,0,3,0,11,1
594,217,1,43820,23,2,3,81,2700,1,0,24,1,3,1,10,0
3755,159,1,34480,1,1,2,77,2123,1,1,16,0,3,0,7,0
8743,211,1,33394,9,3,1,54,4111,1,0,21,0,1,0,7,0
7830,231,0,15687,12,4,0,85,2043,1,0,22,0,3,1,1,1
1186,262,1,30800,12,4,10,36,4581,3,1,24,1,1,0,13,1
6602,293,0,48690,10,1,6,70,2692,0,0,24,0,2,1,3,0
1137,165,1,15995,26,2,10,85,2814,1,1,14,0,2,0,4,0
3088,309,1,32704,1,4,3,109,2285,2,0,29,1,4,1,9,0
4589,286,1,48350,1,2,3,80,2334,3,0,23,0,3,0,4,0
11215,320,1,21146,7,4,6,95,2437,7,1,33,0,4,0,23,0
2334,307,1,31710,1,2,3,95,2107,6,0,17,0,1,1,5,1
6877,212,1,4736,17,4,0,59,2398,1,1,16,0,4,0,8,1
7833,268,1,18842,25,2,10,64,3684,4,0,23,0,4,0,9,0
8528,157,1,39941,2,3,6,34,2787,1,0,22,0,1,0,2,0
959,300,1,18305,1,3,3,98,4661,1,0,13,0,3,0,9,0
6776,236,1,37175,24,3,6,103,6820,1,0,27,0,2,0,10,0
5658,203,1,36921,1,3,7,78,3485,3,0,21,0,3,0,9,0
4584,339,1,44425,1,2,3,44,5051,5,1,17,0,1,1,18,0
4043,362,1,17270,16,4,3,102,6499,9,0,25,0,3,1,27,0
9392,231,1,23045,27,3,6,86,4396,6,0,27,0,1,1,16,0
6634,252,1,36339,8,1,0,95,2352,0,0,23,0,4,0,3,0
4912,400,1,8371,1,1,7,39,8438,7,0,29,1,4,0,22,0
5077,309,1,38005,1,4,3,70,2834,5,1,22,0,3,1,11,1
10451,210,1,24240,9,3,6,74,2077,6,0,39,0,4,1,11,0
562,247,1,18445,1,4,10,63,2686,1,1,13,0,3,0,10,1
877,345,1,5250,1,4,2,60,7379,2,0,11,0,3,1,12,0
8919,339,1,17164,23,3,6,84,2112,6,0,27,0,3,1,21,0
6235,203,1,32659,1,3,0,62,5301,1,0,24,0,2,1,8,0
11529,238,0,5757,24,1,14,41,5303,3,0,28,1,4,0,17,0
10500,251,1,36613,4,4,6,57,10449,1,0,19,0,3,0,15,1
6655,335,1,14532,25,3,6,88,10805,5,0,17,0,3,1,18,0
1018,270,1,6020,1,4,3,37,5810,1,0,16,0,3,0,10,0
11264,208,0,27803,2,1,0,59,5143,5,0,35,1,2,0,11,0
5650,294,1,27755,1,3,3,91,6530,1,1,22,0,4,1,16,0
6821,229,1,39841,6,3,14,51,4635,0,0,16,0,1,1,10,0
10444,248,0,33888,8,3,1,70,9052,3,0,30,0,4,0,12,0
11482,374,1,16293,16,3,6,96,2640,4,1,22,0,2,1,27,0
285,277,1,48020,1,3,3,42,2115,1,0,12,0,2,0,17,0
987,382,1,18935,1,3,11,52,10596,2,0,11,0,2,0,14,0
5222,323,1,37916,27,3,3,90,10865,9,0,19,0,3,1,24,0
4658,279,1,35626,1,2,7,98,3967,4,0,21,0,1,1,23,0
9895,250,1,17370,10,3,6,82,11307,2,0,39,1,2,0,11,0
11131,190,1,16739,24,3,6,63,3653,9,0,38,1,4,0,11,0
11120,313,1,5893,12,4,0,69,4824,3,1,31,0,1,1,11,0
4953,332,1,13374,24,3,7,62,3756,4,0,20,0,3,0,14,0
3466,294,1,14310,1,4,2,92,4599,1,0,16,0,1,0,23,0
3109,242,1,4244,1,5,3,53,3083,3,0,26,1,1,0,11,0
380,180,1,47985,10,4,11,77,4260,1,1,12,0,4,1,5,0
6458,294,0,8410,2,4,0,81,5983,6,1,18,0,4,0,17,0
9022,268,0,30773,10,4,6,62,3862,2,1,29,0,4,1,15,0
166,307,1,16275,14,3,3,56,2451,4,0,12,0,1,1,13,0
7837,156,1,33573,1,3,0,95,2842,1,0,21,0,4,0,1,0
10757,285,1,5021,9,4,6,85,8878,1,0,27,0,4,1,16,0
7653,238,1,7640,7,3,14,110,6941,4,0,14,0,2,1,10,0
3260,204,1,48228,1,3,3,84,4532,2,1,21,0,1,0,7,0
7879,295,1,28957,1,4,0,43,7632,0,0,17,0,3,0,10,0
9901,276,1,36069,16,3,0,105,8667,2,0,38,0,4,0,17,0
11473,283,1,36441,3,2,0,97,6888,8,0,35,1,1,1,19,0
195,277,1,10150,21,3,3,65,3564,1,1,12,0,1,1,8,0
4482,233,1,37903,1,4,7,98,2548,1,0,26,0,2,0,11,0
5928,356,0,42388,5,4,1,107,5782,4,1,32,1,3,0,14,0
9626,403,1,34846,7,4,0,104,10501,9,0,31,0,4,0,28,0
5554,234,1,25059,1,4,10,61,5392,9,0,23,0,4,0,16,0
8496,261,0,14915,10,4,0,52,4727,1,0,18,0,1,1,9,0
6550,206,1,21635,4,3,0,82,2326,1,0,27,0,3,0,1,0
8744,245,1,48062,5,4,0,61,9687,8,0,35,1,2,0,8,0
4074,264,1,47259,1,2,3,69,2748,2,0,21,0,4,1,3,0
7836,286,1,19538,2,3,1,80,9605,4,1,23,0,3,1,17,0
5834,264,1,48874,1,4,7,63,5146,2,0,23,0,2,0,16,0
10748,310,1,38329,28,3,10,73,10992,4,0,30,0,3,1,26,0
4540,323,1,33538,28,3,7,82,4799,5,0,17,0,4,0,25,0
8114,214,1,40047,10,1,6,78,1058,1,0,31,1,2,0,1,0
8016,175,1,21606,3,1,0,44,4174,0,1,24,0,1,1,4,1
734,165,1,7595,1,1,3,94,2451,1,0,15,0,1,1,4,0
5921,212,1,43404,2,4,0,41,2353,1,0,23,0,4,1,1,0
1917,262,1,21665,1,3,11,85,4717,9,0,11,0,3,0,15,0
7998,281,0,43093,21,2,6,57,2978,5,0,25,0,2,1,10,0
8362,244,0,23356,1,4,0,55,1371,1,0,18,0,2,0,1,1
10561,366,1,23365,29,4,0,103,11909,3,1,27,0,4,1,14,1
8283,218,1,22407,1,3,14,91,2090,2,0,21,0,2,0,5,0
4879,241,1,51631,11,4,10,66,4753,8,0,24,0,4,0,16,1
486,277,1,19530,1,3,11,75,9602,4,1,11,0,3,1,17,0
3887,391,1,36083,1,3,3,75,8487,9,1,30,0,3,0,15,1
3803,249,1,5193,1,3,12,107,3658,1,0,23,0,4,1,12,0
8584,365,1,19010,2,4,1,97,4982,7,0,20,0,4,1,4,0
7161,274,1,10615,27,3,0,89,5823,1,1,26,0,4,0,10,1
10298,293,0,7602,23,3,0,66,9586,0,0,35,1,2,0,16,0
9038,345,1,36865,6,3,6,77,8931,7,0,26,0,4,0,27,0
495,202,1,49700,1,1,11,85,3041,0,0,11,0,2,1,5,1
6470,257,1,7459,7,3,6,61,11694,0,0,14,0,4,0,14,0
6118,251,1,49038,4,2,0,60,3937,2,0,17,0,1,1,6,0
